"","GeneID","Length"
"13844","Bger_11324",44069
"13845","Bger_11313",330
"13846","Bger_11325",711
"13847","Bger_11326",3746
"13848","Bger_11327",18357
"13849","Bger_24071",9580
"13850","Bger_24068",18716
"13851","Bger_24073",3172
"13852","Bger_24070",630
"13853","Bger_24069",25292
"13854","Bger_24072",3759
"13855","Bger_15426",13450
"13856","Bger_15423",33040
"13857","Bger_15429",651
"13858","Bger_15427",298
"13859","Bger_15428",15945
"13860","Bger_15431",2667
"13861","Bger_15430",10023
"13862","Bger_15435",304
"13863","Bger_15432",49317
"13864","Bger_15433",291
"13865","Bger_15434",351
"13866","Bger_15436",395
"13867","Bger_15437",63445
"13868","Bger_15424",39512
"13869","Bger_15425",501
"13870","Bger_15441",1198
"13871","Bger_15442",1232
"13872","Bger_15439",223314
"13873","Bger_15440",831
"13874","Bger_15438",409
"13875","Bger_25674",54206
"13876","Bger_25676",502
"13877","Bger_25677",440
"13878","Bger_25675",1457
"13879","Bger_25680",258
"13880","Bger_25678",306
"13881","Bger_25679",2053
"13882","Bger_27877",327
"13883","Bger_27876",27815
"13884","Bger_27519",5417
"13885","Bger_27520",1946
"13886","Bger_20492",204
"13887","Bger_20499",4314
"13888","Bger_20493",559
"13889","Bger_20494",146841
"13890","Bger_20490",3421
"13891","Bger_20496",687
"13892","Bger_20498",21232
"13893","Bger_20491",97099
"13894","Bger_20497",8051
"13895","Bger_20495",1048
"13896","Bger_19038",1959
"13897","Bger_19037",451
"13898","Bger_19040",8857
"13899","Bger_19039",33971
"13900","Bger_19041",23910
"13901","Bger_19045",255
"13902","Bger_19049",8563
"13903","Bger_19048",180
"13904","Bger_19047",3453
"13905","Bger_19044",50232
"13906","Bger_19043",5362
"13907","Bger_19046",22364
"13908","Bger_19042",15425
"13909","Bger_27708",8516
"13910","Bger_27745",3381
"13911","Bger_27746",4934
"13912","Bger_13706",1471
"13913","Bger_13708",243
"13914","Bger_13712",20955
"13915","Bger_13714",24081
"13916","Bger_13710",24605
"13917","Bger_13707",279743
"13918","Bger_13709",573
"13919","Bger_13715",2203
"13920","Bger_13713",20452
"13921","Bger_13711",331
"13922","Bger_13716",5868
"13923","Bger_13721",27045
"13924","Bger_13719",1110
"13925","Bger_13720",16276
"13926","Bger_13718",24669
"13927","Bger_13717",213
"13928","Bger_13722",2519
"13929","Bger_13724",20655
"13930","Bger_13725",324
"13931","Bger_13723",399
"13932","Bger_13726",39704
"13933","Bger_13727",189
"13934","Bger_13728",180
"13935","Bger_13729",3037
"13936","Bger_13730",5563
"13937","Bger_13731",186
"13938","Bger_25803",17220
"13939","Bger_25802",314
"13940","Bger_25801",49097
"13941","Bger_26669",558
"13942","Bger_26668",47181
"13943","Bger_26667",3833
"13944","Bger_24056",491
"13945","Bger_24053",348
"13946","Bger_24054",294
"13947","Bger_24055",65610
"13948","Bger_24052",33612
"13949","Bger_24051",5976
"13950","Bger_28177",1482
"13951","Bger_28178",1203
"13952","Bger_21365",1128
"13953","Bger_21364",3435
"13954","Bger_21371",216
"13955","Bger_21368",420
"13956","Bger_21366",18150
"13957","Bger_21372",240
"13958","Bger_21367",28228
"13959","Bger_21369",22883
"13960","Bger_21370",4653
"13961","Bger_21373",25346
"13962","Bger_21374",264
"13963","Bger_16505",4797
"13964","Bger_16506",24260
"13965","Bger_16508",27681
"13966","Bger_16504",24555
"13967","Bger_16503",18219
"13968","Bger_16510",13535
"13969","Bger_16515",1626
"13970","Bger_16513",1700
"13971","Bger_16512",6449
"13972","Bger_16514",10259
"13973","Bger_16516",2998
"13974","Bger_16511",7092
"13975","Bger_16507",1239
"13976","Bger_16509",33296
"13977","Bger_14795",15052
"13978","Bger_14792",91533
"13979","Bger_14793",48316
"13980","Bger_14794",41075
"13981","Bger_14796",444
"13982","Bger_14797",387
"13983","Bger_14798",16356
"13984","Bger_14799",372
"13985","Bger_14800",780
"13986","Bger_14802",189
"13987","Bger_14803",276
"13988","Bger_14804",2148
"13989","Bger_14801",325
"13990","Bger_14805",219
"13991","Bger_14808",37879
"13992","Bger_14806",408
"13993","Bger_14807",6210
"13994","Bger_14809",9041
"13995","Bger_27345",31755
"13996","Bger_27346",10878
"13997","Bger_26402",9267
"13998","Bger_26403",6561
"13999","Bger_26404",17904
"14000","Bger_28092",13369
"14001","Bger_21514",1683
"14002","Bger_21516",8486
"14003","Bger_21513",93134
"14004","Bger_21517",11793
"14005","Bger_21515",39741
"14006","Bger_21518",240
"14007","Bger_21519",834
"14008","Bger_21520",59125
"14009","Bger_21521",86691
"14010","Bger_25736",621
"14011","Bger_25737",212
"14012","Bger_25740",2562
"14013","Bger_25741",34144
"14014","Bger_25738",384
"14015","Bger_25739",100711
"14016","Bger_28462",165
"14017","Bger_28039",10741
"14018","Bger_28440",837
"14019","Bger_20239",282
"14020","Bger_20236",2833
"14021","Bger_20240",26543
"14022","Bger_20232",5502
"14023","Bger_20238",3649
"14024","Bger_20233",344
"14025","Bger_20241",999
"14026","Bger_20242",807
"14027","Bger_20234",1053
"14028","Bger_20244",15166
"14029","Bger_20237",810
"14030","Bger_20243",55070
"14031","Bger_20235",1716
"14032","Bger_20250",2510
"14033","Bger_20246",381
"14034","Bger_20245",258
"14035","Bger_20248",4351
"14036","Bger_20247",444
"14037","Bger_20249",672
"14038","Bger_23921",300
"14039","Bger_23925",4456
"14040","Bger_23923",74931
"14041","Bger_23926",21561
"14042","Bger_23924",560
"14043","Bger_23922",493
"14044","Bger_23927",162
"14045","Bger_07180",23431
"14046","Bger_07181",14644
"14047","Bger_07182",51747
"14048","Bger_07183",4776
"14049","Bger_07184",4888
"14050","Bger_07188",23182
"14051","Bger_07186",42369
"14052","Bger_07179",28471
"14053","Bger_07196",36345
"14054","Bger_07187",605
"14055","Bger_07198",2844
"14056","Bger_07190",8446
"14057","Bger_07193",27532
"14058","Bger_07185",9762
"14059","Bger_07200",391
"14060","Bger_07195",2057
"14061","Bger_07202",20459
"14062","Bger_07205",3199
"14063","Bger_07203",31888
"14064","Bger_07197",3123
"14065","Bger_07199",26180
"14066","Bger_07189",38100
"14067","Bger_07194",429
"14068","Bger_07191",5640
"14069","Bger_07192",9038
"14070","Bger_07201",6646
"14071","Bger_07204",166282
"14072","Bger_18990",346
"14073","Bger_18991",226541
"14074","Bger_18993",127442
"14075","Bger_18994",18327
"14076","Bger_18992",9414
"14077","Bger_04306",35948
"14078","Bger_04309",41305
"14079","Bger_04312",563
"14080","Bger_04313",4166
"14081","Bger_04311",277
"14082","Bger_04305",376
"14083","Bger_04310",47883
"14084","Bger_04314",54501
"14085","Bger_04308",23063
"14086","Bger_04307",222
"14087","Bger_04315",1458
"14088","Bger_04316",393
"14089","Bger_04320",12531
"14090","Bger_04323",568
"14091","Bger_04319",17780
"14092","Bger_04318",448
"14093","Bger_04322",34287
"14094","Bger_04317",25265
"14095","Bger_04324",41848
"14096","Bger_04321",1357
"14097","Bger_04326",1191
"14098","Bger_04327",26846
"14099","Bger_04328",23746
"14100","Bger_04325",25639
"14101","Bger_04329",75574
"14102","Bger_04331",314
"14103","Bger_04332",6752
"14104","Bger_04335",204
"14105","Bger_04330",385
"14106","Bger_04334",463
"14107","Bger_04336",1563
"14108","Bger_04333",155995
"14109","Bger_04344",279
"14110","Bger_04337",45971
"14111","Bger_04339",58771
"14112","Bger_04342",8873
"14113","Bger_04338",8547
"14114","Bger_04343",34300
"14115","Bger_04340",954
"14116","Bger_04341",3771
"14117","Bger_23816",270
"14118","Bger_23817",22884
"14119","Bger_23820",38283
"14120","Bger_23818",2481
"14121","Bger_23819",255594
"14122","Bger_12650",6720
"14123","Bger_12651",6668
"14124","Bger_12649",84480
"14125","Bger_12652",7100
"14126","Bger_12654",1909
"14127","Bger_12653",667
"14128","Bger_12658",22078
"14129","Bger_12656",7998
"14130","Bger_12657",1233
"14131","Bger_12655",149618
"14132","Bger_12662",34983
"14133","Bger_12659",32840
"14134","Bger_12663",216
"14135","Bger_12661",24629
"14136","Bger_12660",83295
"14137","Bger_17434",23700
"14138","Bger_17435",81026
"14139","Bger_17436",33225
"14140","Bger_17433",799
"14141","Bger_17432",46066
"14142","Bger_17437",15819
"14143","Bger_17442",14591
"14144","Bger_17446",312
"14145","Bger_17439",627
"14146","Bger_17445",1503
"14147","Bger_17440",21933
"14148","Bger_17444",344
"14149","Bger_17443",9175
"14150","Bger_17441",495
"14151","Bger_17438",11307
"14152","Bger_17447",29508
"14153","Bger_27574",285
"14154","Bger_27575",76381
"14155","Bger_13261",497
"14156","Bger_13263",20116
"14157","Bger_13265",39590
"14158","Bger_13266",101358
"14159","Bger_13262",57422
"14160","Bger_13264",1734
"14161","Bger_13268",1606
"14162","Bger_13267",8734
"14163","Bger_13273",7268
"14164","Bger_13269",106123
"14165","Bger_13272",13972
"14166","Bger_13270",16937
"14167","Bger_13271",8686
"14168","Bger_13274",174
"14169","Bger_28169",279
"14170","Bger_24908",21858
"14171","Bger_24910",9541
"14172","Bger_24909",20784
"14173","Bger_24829",369
"14174","Bger_24828",25624
"14175","Bger_24832",36175
"14176","Bger_24830",488
"14177","Bger_24831",93609
"14178","Bger_20691",12291
"14179","Bger_20693",33665
"14180","Bger_20694",81676
"14181","Bger_20697",46729
"14182","Bger_20692",228
"14183","Bger_20690",4680
"14184","Bger_20695",309
"14185","Bger_20696",12330
"14186","Bger_20698",3219
"14187","Bger_22148",1789
"14188","Bger_22144",360
"14189","Bger_22142",213053
"14190","Bger_22149",890
"14191","Bger_22140",339
"14192","Bger_22146",8871
"14193","Bger_22145",27744
"14194","Bger_22143",195
"14195","Bger_22141",345
"14196","Bger_22147",495
"14197","Bger_16952",29004
"14198","Bger_16956",13597
"14199","Bger_16953",13143
"14200","Bger_16955",73665
"14201","Bger_16954",1299
"14202","Bger_16958",1944
"14203","Bger_16959",1944
"14204","Bger_16957",1315
"14205","Bger_16960",35267
"14206","Bger_16961",12499
"14207","Bger_16963",396
"14208","Bger_16962",201
"14209","Bger_16964",4749
"14210","Bger_16966",23442
"14211","Bger_16965",83951
"14212","Bger_27768",486
"14213","Bger_27767",868
"14214","Bger_25924",30364
"14215","Bger_25925",51449
"14216","Bger_07696",78092
"14217","Bger_07703",13697
"14218","Bger_07697",26735
"14219","Bger_07698",56319
"14220","Bger_07712",761
"14221","Bger_07709",6437
"14222","Bger_07701",21281
"14223","Bger_07706",41731
"14224","Bger_07704",19865
"14225","Bger_07708",4994
"14226","Bger_07702",18577
"14227","Bger_07717",2388
"14228","Bger_07705",358
"14229","Bger_07700",19714
"14230","Bger_07699",12058
"14231","Bger_07710",78898
"14232","Bger_07716",11562
"14233","Bger_07707",210
"14234","Bger_07711",2741
"14235","Bger_07714",23741
"14236","Bger_07715",195
"14237","Bger_07713",7542
"14238","Bger_28220",1322
"14239","Bger_17179",2430
"14240","Bger_17181",8274
"14241","Bger_17180",31015
"14242","Bger_17182",501
"14243","Bger_17184",609
"14244","Bger_17183",8200
"14245","Bger_17189",20319
"14246","Bger_17192",11831
"14247","Bger_17187",14541
"14248","Bger_17185",34877
"14249","Bger_17190",4994
"14250","Bger_17188",288
"14251","Bger_17191",7304
"14252","Bger_17186",85983
"14253","Bger_27351",15793
"14254","Bger_27350",3368
"14255","Bger_27352",3629
"14256","Bger_27951",338
"14257","Bger_27952",222
"14258","Bger_01106",2716
"14259","Bger_01107",1611
"14260","Bger_01112",306
"14261","Bger_01110",186
"14262","Bger_01120",324
"14263","Bger_01114",2230
"14264","Bger_01123",39964
"14265","Bger_01113",17939
"14266","Bger_01125",23759
"14267","Bger_01118",64885
"14268","Bger_01109",5269
"14269","Bger_01116",23178
"14270","Bger_01122",15719
"14271","Bger_01108",1839
"14272","Bger_01111",6392
"14273","Bger_01117",348
"14274","Bger_01131",556
"14275","Bger_01134",465
"14276","Bger_01128",12578
"14277","Bger_01132",11669
"14278","Bger_01140",5898
"14279","Bger_01141",4637
"14280","Bger_01143",4650
"14281","Bger_01142",2214
"14282","Bger_01127",52333
"14283","Bger_01144",2691
"14284","Bger_01119",19924
"14285","Bger_01115",25741
"14286","Bger_01146",3087
"14287","Bger_01138",36355
"14288","Bger_01137",28160
"14289","Bger_01133",14817
"14290","Bger_01121",317
"14291","Bger_01145",41520
"14292","Bger_01130",33736
"14293","Bger_01139",1651
"14294","Bger_01124",7656
"14295","Bger_01135",9689
"14296","Bger_01129",453
"14297","Bger_01136",234
"14298","Bger_01126",9221
"14299","Bger_01148",29141
"14300","Bger_01147",5505
"14301","Bger_01149",11267
"14302","Bger_01152",4292
"14303","Bger_01150",19434
"14304","Bger_01151",216
"14305","Bger_01153",6062
"14306","Bger_01154",28077
"14307","Bger_01162",4894
"14308","Bger_01159",13910
"14309","Bger_01164",4004
"14310","Bger_01166",11748
"14311","Bger_01158",6323
"14312","Bger_01165",27067
"14313","Bger_01155",35856
"14314","Bger_01161",16468
"14315","Bger_01157",9699
"14316","Bger_01156",312
"14317","Bger_01160",372
"14318","Bger_01163",14848
"14319","Bger_26004",309
"14320","Bger_26005",47175
"14321","Bger_26006",15119
"14322","Bger_25828",198
"14323","Bger_25827",32875
"14324","Bger_25824",270
"14325","Bger_25825",5446
"14326","Bger_25826",5555
"14327","Bger_21776",358
"14328","Bger_21774",11412
"14329","Bger_21771",13995
"14330","Bger_21777",327
"14331","Bger_21775",46632
"14332","Bger_21772",11291
"14333","Bger_21770",8093
"14334","Bger_21773",114168
"14335","Bger_01863",43357
"14336","Bger_01864",82183
"14337","Bger_01865",19992
"14338","Bger_01867",515
"14339","Bger_01866",24910
"14340","Bger_01869",14472
"14341","Bger_01868",7152
"14342","Bger_01871",57906
"14343","Bger_01870",32027
"14344","Bger_01873",726
"14345","Bger_01878",372
"14346","Bger_01876",501
"14347","Bger_01877",201
"14348","Bger_01881",267
"14349","Bger_01879",57132
"14350","Bger_01883",240
"14351","Bger_01880",40065
"14352","Bger_01872",46354
"14353","Bger_01882",134537
"14354","Bger_01875",17911
"14355","Bger_01874",1077
"14356","Bger_01884",22795
"14357","Bger_01885",3753
"14358","Bger_01887",2043
"14359","Bger_01889",4893
"14360","Bger_01890",7689
"14361","Bger_01892",786
"14362","Bger_01888",49368
"14363","Bger_01886",51184
"14364","Bger_01894",527
"14365","Bger_01891",216
"14366","Bger_01896",65653
"14367","Bger_01900",1044
"14368","Bger_01898",11573
"14369","Bger_01903",3717
"14370","Bger_01906",13896
"14371","Bger_01905",984
"14372","Bger_01904",35227
"14373","Bger_01908",39601
"14374","Bger_01902",405
"14375","Bger_01897",3756
"14376","Bger_01901",335
"14377","Bger_01899",29506
"14378","Bger_01893",378
"14379","Bger_01907",19567
"14380","Bger_01895",396
"14381","Bger_01910",58581
"14382","Bger_01909",49417
"14383","Bger_01916",22542
"14384","Bger_01915",7024
"14385","Bger_01919",31415
"14386","Bger_01921",6881
"14387","Bger_01913",18322
"14388","Bger_01920",12185
"14389","Bger_01917",31200
"14390","Bger_01918",415
"14391","Bger_01914",52881
"14392","Bger_01912",1539
"14393","Bger_01911",15430
"14394","Bger_01922",80558
"14395","Bger_01927",14389
"14396","Bger_01924",22386
"14397","Bger_01925",213
"14398","Bger_01923",3175
"14399","Bger_01926",26077
"14400","Bger_27798",2172
"14401","Bger_27997",22110
"14402","Bger_28452",354
"14403","Bger_24523",21528
"14404","Bger_24522",19614
"14405","Bger_24525",291
"14406","Bger_24526",3570
"14407","Bger_24524",16123
"14408","Bger_24527",9594
"14409","Bger_28442",972
"14410","Bger_19668",22337
"14411","Bger_19669",54770
"14412","Bger_19672",2641
"14413","Bger_19671",14162
"14414","Bger_19670",9488
"14415","Bger_19673",26453
"14416","Bger_24890",9357
"14417","Bger_24892",74120
"14418","Bger_24891",234
"14419","Bger_24889",679
"14420","Bger_24893",9048
"14421","Bger_26217",4770
"14422","Bger_26218",11291
"14423","Bger_26216",5909
"14424","Bger_26215",18304
"14425","Bger_07042",28012
"14426","Bger_07043",183
"14427","Bger_07041",44693
"14428","Bger_07052",4912
"14429","Bger_07047",2802
"14430","Bger_07048",13348
"14431","Bger_07055",6486
"14432","Bger_07044",116907
"14433","Bger_07053",29894
"14434","Bger_07056",864
"14435","Bger_07054",2705
"14436","Bger_07050",398
"14437","Bger_07049",474
"14438","Bger_07057",12722
"14439","Bger_07051",342
"14440","Bger_07045",288
"14441","Bger_07046",46712
"14442","Bger_07058",630
"14443","Bger_07059",12270
"14444","Bger_07060",15006
"14445","Bger_07062",10940
"14446","Bger_07063",4356
"14447","Bger_07061",12160
"14448","Bger_07064",10792
"14449","Bger_07067",48471
"14450","Bger_07066",4672
"14451","Bger_07065",27918
"14452","Bger_07069",10019
"14453","Bger_07068",39993
"14454","Bger_07070",5482
"14455","Bger_27750",333
"14456","Bger_27749",3028
"14457","Bger_26995",12975
"14458","Bger_26994",4723
"14459","Bger_26993",21556
"14460","Bger_24628",69994
"14461","Bger_21530",25221
"14462","Bger_21525",258
"14463","Bger_21528",3326
"14464","Bger_21522",8730
"14465","Bger_21523",591
"14466","Bger_21527",75044
"14467","Bger_21529",49361
"14468","Bger_21524",47122
"14469","Bger_21526",661
"14470","Bger_24758",9048
"14471","Bger_24759",11913
"14472","Bger_24757",53196
"14473","Bger_24755",29862
"14474","Bger_24756",5678
"14475","Bger_08494",16934
"14476","Bger_08490",36649
"14477","Bger_08493",30343
"14478","Bger_08489",7194
"14479","Bger_08492",270
"14480","Bger_08496",6900
"14481","Bger_08502",6565
"14482","Bger_08499",5623
"14483","Bger_08500",2017
"14484","Bger_08498",6410
"14485","Bger_08504",1326
"14486","Bger_08503",21164
"14487","Bger_08495",395
"14488","Bger_08501",387
"14489","Bger_08497",327
"14490","Bger_08488",195
"14491","Bger_08491",2418
"14492","Bger_08506",3104
"14493","Bger_08508",597
"14494","Bger_08507",2951
"14495","Bger_08505",4601
"14496","Bger_08512",4169
"14497","Bger_08519",12917
"14498","Bger_08518",13036
"14499","Bger_08514",1242
"14500","Bger_08510",420
"14501","Bger_08513",1284
"14502","Bger_08517",4753
"14503","Bger_08516",7136
"14504","Bger_08524",9447
"14505","Bger_08523",4318
"14506","Bger_08509",4517
"14507","Bger_08525",1160
"14508","Bger_08511",21954
"14509","Bger_08515",22026
"14510","Bger_08520",17540
"14511","Bger_08522",6710
"14512","Bger_08521",5249
"14513","Bger_08526",4791
"14514","Bger_08527",23481
"14515","Bger_27669",24314
"14516","Bger_27670",333
"14517","Bger_28031",12061
"14518","Bger_15340",25717
"14519","Bger_15339",57176
"14520","Bger_15343",371
"14521","Bger_15341",8184
"14522","Bger_15342",12426
"14523","Bger_15345",11787
"14524","Bger_15344",20322
"14525","Bger_15346",28140
"14526","Bger_15348",72738
"14527","Bger_15347",1215
"14528","Bger_27332",22104
"14529","Bger_27333",504
"14530","Bger_27331",19155
"14531","Bger_26488",51990
"14532","Bger_26490",411
"14533","Bger_26489",297
"14534","Bger_26491",449
"14535","Bger_26492",693
"14536","Bger_22603",98926
"14537","Bger_22605",255
"14538","Bger_22604",355
"14539","Bger_22602",121090
"14540","Bger_27648",38933
"14541","Bger_26264",6165
"14542","Bger_26263",22545
"14543","Bger_28392",361
"14544","Bger_26775",222
"14545","Bger_26772",48773
"14546","Bger_26774",9291
"14547","Bger_26773",463
"14548","Bger_14718",219
"14549","Bger_14715",123784
"14550","Bger_14723",258
"14551","Bger_14721",350
"14552","Bger_14720",14434
"14553","Bger_14719",29921
"14554","Bger_14717",50789
"14555","Bger_14716",1193
"14556","Bger_14722",32443
"14557","Bger_14728",4905
"14558","Bger_14726",8775
"14559","Bger_14724",590
"14560","Bger_14725",7330
"14561","Bger_14727",16250
"14562","Bger_14729",6336
"14563","Bger_14730",333
"14564","Bger_14731",397
"14565","Bger_14732",9720
"14566","Bger_14733",483
"14567","Bger_14734",47819
"14568","Bger_26706",18268
"14569","Bger_26705",4513
"14570","Bger_23772",12395
"14571","Bger_23769",17714
"14572","Bger_23771",675
"14573","Bger_23774",7616
"14574","Bger_23773",7548
"14575","Bger_23770",901
"14576","Bger_23775",50187
"14577","Bger_27585",71662
"14578","Bger_27586",365
"14579","Bger_28180",21566
"14580","Bger_14546",27907
"14581","Bger_14550",231
"14582","Bger_14552",14348
"14583","Bger_14547",292
"14584","Bger_14551",29732
"14585","Bger_14549",13058
"14586","Bger_14548",4971
"14587","Bger_14554",584
"14588","Bger_14553",37696
"14589","Bger_14555",59639
"14590","Bger_14556",28822
"14591","Bger_14558",44950
"14592","Bger_14559",15751
"14593","Bger_14557",3854
"14594","Bger_14560",30458
"14595","Bger_24465",342
"14596","Bger_24472",741
"14597","Bger_24470",2403
"14598","Bger_24469",1353
"14599","Bger_24473",3298
"14600","Bger_24471",567
"14601","Bger_24467",1551
"14602","Bger_24468",342
"14603","Bger_24474",3920
"14604","Bger_24466",487
"14605","Bger_09945",4185
"14606","Bger_09944",15546
"14607","Bger_09946",213
"14608","Bger_09943",123429
"14609","Bger_09947",8354
"14610","Bger_09948",6225
"14611","Bger_09951",18507
"14612","Bger_09950",3400
"14613","Bger_09949",32755
"14614","Bger_09952",496
"14615","Bger_09953",44737
"14616","Bger_09954",22667
"14617","Bger_09956",17879
"14618","Bger_09958",3846
"14619","Bger_09957",201
"14620","Bger_09955",14702
"14621","Bger_09959",7317
"14622","Bger_09964",469
"14623","Bger_09961",225
"14624","Bger_09962",402
"14625","Bger_09966",407
"14626","Bger_09965",375
"14627","Bger_09969",388
"14628","Bger_09960",42390
"14629","Bger_09968",527
"14630","Bger_09967",326
"14631","Bger_09963",463
"14632","Bger_09970",436
"14633","Bger_09972",282
"14634","Bger_09971",288
"14635","Bger_09973",315
"14636","Bger_09974",3167
"14637","Bger_10109",69996
"14638","Bger_10110",6604
"14639","Bger_10111",10564
"14640","Bger_10115",13247
"14641","Bger_10126",440
"14642","Bger_10123",18234
"14643","Bger_10120",279
"14644","Bger_10117",99155
"14645","Bger_10112",10272
"14646","Bger_10121",12763
"14647","Bger_10119",27489
"14648","Bger_10124",20198
"14649","Bger_10114",41573
"14650","Bger_10116",24860
"14651","Bger_10118",38609
"14652","Bger_10125",106559
"14653","Bger_10122",1573
"14654","Bger_10113",11454
"14655","Bger_10128",22551
"14656","Bger_10129",489
"14657","Bger_10131",538
"14658","Bger_10130",468
"14659","Bger_10127",249
"14660","Bger_10132",396
"14661","Bger_10133",23591
"14662","Bger_09757",24185
"14663","Bger_09756",46095
"14664","Bger_09755",6656
"14665","Bger_09761",559
"14666","Bger_09759",32877
"14667","Bger_09758",57253
"14668","Bger_09760",31879
"14669","Bger_09762",5118
"14670","Bger_09763",23439
"14671","Bger_09764",204
"14672","Bger_09765",53186
"14673","Bger_09766",23042
"14674","Bger_09767",14545
"14675","Bger_09768",32500
"14676","Bger_09774",17207
"14677","Bger_09771",71063
"14678","Bger_09769",23427
"14679","Bger_09773",335
"14680","Bger_09776",255
"14681","Bger_09777",721
"14682","Bger_09770",28299
"14683","Bger_09782",10825
"14684","Bger_09780",573
"14685","Bger_09775",22936
"14686","Bger_09781",13590
"14687","Bger_09779",18328
"14688","Bger_09778",402
"14689","Bger_09772",11324
"14690","Bger_27814",66120
"14691","Bger_27017",1125
"14692","Bger_27016",160833
"14693","Bger_27323",2321
"14694","Bger_27322",207
"14695","Bger_27324",14689
"14696","Bger_06341",342
"14697","Bger_06340",110735
"14698","Bger_06343",602
"14699","Bger_06344",3568
"14700","Bger_06348",29843
"14701","Bger_06345",3366
"14702","Bger_06346",28514
"14703","Bger_06342",4366
"14704","Bger_06347",22952
"14705","Bger_06353",14091
"14706","Bger_06354",27570
"14707","Bger_06352",55880
"14708","Bger_06351",27678
"14709","Bger_06350",8177
"14710","Bger_06355",30905
"14711","Bger_06349",4795
"14712","Bger_06358",32136
"14713","Bger_06360",25310
"14714","Bger_06356",1581
"14715","Bger_06359",7147
"14716","Bger_06357",21973
"14717","Bger_25069",41426
"14718","Bger_25070",1612
"14719","Bger_25072",1255
"14720","Bger_25075",498
"14721","Bger_25073",514
"14722","Bger_25071",3006
"14723","Bger_25074",43672
"14724","Bger_28425",174
"14725","Bger_28344",5292
"14726","Bger_17790",4378
"14727","Bger_17792",309
"14728","Bger_17791",327
"14729","Bger_17795",379
"14730","Bger_17794",10605
"14731","Bger_17793",7134
"14732","Bger_17797",261
"14733","Bger_17796",606
"14734","Bger_17801",558
"14735","Bger_17804",36908
"14736","Bger_17803",308
"14737","Bger_17798",3246
"14738","Bger_17799",2475
"14739","Bger_17800",58156
"14740","Bger_17805",65201
"14741","Bger_17802",39013
"14742","Bger_14208",344
"14743","Bger_14209",9564
"14744","Bger_14204",104522
"14745","Bger_14210",6495
"14746","Bger_14211",1077
"14747","Bger_14206",2991
"14748","Bger_14207",5433
"14749","Bger_14205",25299
"14750","Bger_14212",2009
"14751","Bger_14215",12899
"14752","Bger_14216",11827
"14753","Bger_14218",4449
"14754","Bger_14217",24194
"14755","Bger_14214",5447
"14756","Bger_14219",39971
"14757","Bger_14223",8094
"14758","Bger_14213",21228
"14759","Bger_14221",5513
"14760","Bger_14224",1439
"14761","Bger_14222",1935
"14762","Bger_14220",21111
"14763","Bger_27198",13693
"14764","Bger_27196",7311
"14765","Bger_27197",28941
"14766","Bger_19541",260
"14767","Bger_19540",501
"14768","Bger_19545",568
"14769","Bger_19542",672
"14770","Bger_19543",13163
"14771","Bger_19544",3690
"14772","Bger_19546",339
"14773","Bger_19548",427
"14774","Bger_19547",136787
"14775","Bger_19549",285
"14776","Bger_19553",18623
"14777","Bger_19555",225
"14778","Bger_19552",52094
"14779","Bger_19554",492
"14780","Bger_19551",162
"14781","Bger_19556",51291
"14782","Bger_19550",210
"14783","Bger_26043",67862
"14784","Bger_15851",30891
"14785","Bger_15849",23088
"14786","Bger_15856",830
"14787","Bger_15855",625
"14788","Bger_15854",360
"14789","Bger_15850",4186
"14790","Bger_15862",375
"14791","Bger_15861",267
"14792","Bger_15852",26993
"14793","Bger_15860",48984
"14794","Bger_15853",135668
"14795","Bger_15857",37535
"14796","Bger_15859",246
"14797","Bger_15858",234
"14798","Bger_26465",103808
"14799","Bger_26466",34694
"14800","Bger_26231",3258
"14801","Bger_26232",3911
"14802","Bger_26234",1155
"14803","Bger_26230",13034
"14804","Bger_26233",415
"14805","Bger_17150",569
"14806","Bger_17153",15312
"14807","Bger_17154",23271
"14808","Bger_17155",5553
"14809","Bger_17151",231
"14810","Bger_17152",1523
"14811","Bger_17156",44749
"14812","Bger_17157",19861
"14813","Bger_17158",75098
"14814","Bger_17159",351
"14815","Bger_17161",10523
"14816","Bger_17160",18563
"14817","Bger_26728",28126
"14818","Bger_26727",1535
"14819","Bger_27904",2382
"14820","Bger_27905",561
"14821","Bger_27791",18506
"14822","Bger_27792",342
"14823","Bger_27685",1044
"14824","Bger_27684",471
"14825","Bger_27683",249
"14826","Bger_27603",6408
"14827","Bger_27604",5521
"14828","Bger_18349",438
"14829","Bger_18351",22821
"14830","Bger_18350",29808
"14831","Bger_18353",32417
"14832","Bger_18355",57681
"14833","Bger_18354",684
"14834","Bger_18356",81427
"14835","Bger_18352",22984
"14836","Bger_18357",1152
"14837","Bger_17206",1706
"14838","Bger_17216",24527
"14839","Bger_17215",2357
"14840","Bger_17212",12375
"14841","Bger_17214",16373
"14842","Bger_17210",33897
"14843","Bger_17211",15142
"14844","Bger_17207",44791
"14845","Bger_17213",40350
"14846","Bger_17208",15738
"14847","Bger_17209",67957
"14848","Bger_20089",40295
"14849","Bger_20090",16180
"14850","Bger_20092",5339
"14851","Bger_20091",180
"14852","Bger_20098",19077
"14853","Bger_20094",446
"14854","Bger_20093",4423
"14855","Bger_20097",12280
"14856","Bger_20095",345
"14857","Bger_20096",24823
"14858","Bger_20099",29715
"14859","Bger_17303",43814
"14860","Bger_17304",15061
"14861","Bger_17305",2635
"14862","Bger_17306",63395
